"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","asterix"
"2018-08-07 12:33:43",6,18,8,7,12,33,43,"hex12",401678061,6,26,26,1,1,-4490164,2132140,247,256,"ADDE350A0CC801997D61583A50D100A4623A2191243775054CED5A5902AE577E","7A"
"2018-08-07 12:49:13",2,18,8,7,12,49,13,NA,401678008,6,95,95,-121,-121,-4486894,2131039,247,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","72"
"2018-08-07 12:49:16",0,18,8,7,12,49,16,"hex13",401677983,6,96,96,-119,-119,-4486886,2131035,89,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","48"
"2018-08-07 12:49:32",0,18,8,7,12,49,32,"hex13",401678045,7,98,97,-124,15,-4486841,2131017,89,256,"35D79D7A0D0801183C3C3E25C1A21822A5C277FFBBBFFFB2E5826A11221C9A24","58"
"2018-08-07 12:49:48",2,18,8,7,12,49,48,NA,401677931,7,96,96,-120,35,-4486796,2131000,85,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","52"
"2018-08-07 12:50:03",2,18,8,7,12,50,3,NA,401678035,7,93,95,-123,15,-4486757,2130981,83,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E64F40AFE22C","69"
"2018-08-07 12:50:06",0,18,8,7,12,50,6,"hex13",401678009,7,87,93,-129,34,-4486750,2130977,80,256,"35D89D9A0E48011833BFFFFFF7251982260C44026A10400A69C0440404044130","13"
"2018-08-07 12:50:22",2,18,8,7,12,50,22,NA,401677970,7,110,100,-116,19,-4486708,2130959,89,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","56"
"2018-08-07 12:50:39",0,18,8,7,12,50,39,"hex13",401677882,7,97,93,-125,32,-4486655,2130942,87,192,"35049D68CCA8022631F7D4DFE9662897FD44040305417FC0","58"
"2018-08-07 12:50:44",2,18,8,7,12,50,44,NA,401677960,7,95,101,-117,21,-4486642,2130936,87,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","68"
"2018-08-07 12:57:18",6,18,8,7,12,57,18,"hex12",401677936,7,311,314,-119,-119,-4486880,2130110,52,256,"ADD1867A0C4801DAB77B77729C1548480410D73BBBFFFF654D948D9D01154450","30"
"2018-08-07 12:57:34",6,18,8,7,12,57,34,"hex12",401677895,7,311,311,-118,-118,-4486888,2130088,38,256,"ADD486CA0C0800F91226181E614142FBBBBFFB729C150277FB7729861C5A20C0","39"
"2018-08-07 12:57:49",6,18,8,7,12,57,49,"hex12",401677942,7,302,309,-123,-123,-4486894,2130069,34,256,"ADD5647A0B48068A1A529B36A9D0333946ADBEDB52792B99675D32B34CE04237","33"
"2018-08-07 12:58:11",6,18,8,7,12,58,11,"hex12",401677965,7,297,298,-123,-123,-4486906,2130039,33,256,"ADDCF30A0E8801FB7FFFBB72A08810C4D508999019E141A2181F3BBBBFBB7728","39"
"2018-08-07 12:58:31",6,18,8,7,12,58,31,"hex12",401677968,7,292,295,-119,-119,-4486914,2130013,34,256,"ADDE629A0E48019BBB2A059D49225C1B3FFFFBB72A05A189618D2B2A10DDCC28","44"
"2018-08-07 12:58:47",6,18,8,7,12,58,47,"hex12",401677945,7,283,287,-119,-119,-4486921,2129990,35,256,"ADDF3B9A0E08017BFBB72A01A18519855DD027BFFFBB6EA141DD01A210277FF8","3F"
"2018-08-07 12:59:02",6,18,8,7,12,59,2,"hex12",401678044,7,279,281,-118,-118,-4486927,2129970,33,256,"ADDA79EA0D4801999E14277BFFFFFF777329862618D625C19E181A2AA4573BFE","7D"
"2018-08-07 13:22:38",0,18,8,7,13,22,38,"hex13",401677979,6,238,112,-115,-115,-4486609,2129624,96,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","4E"
"2018-08-07 13:22:55",0,18,8,7,13,22,55,"hex13",401677861,7,215,218,-118,17,-4486585,2129635,139,256,"35D79D7A0D0801183C3C3E25C1A21822A5C277FFBBBFFFB2E5826A11221C1A24","63"
"2018-08-07 13:23:04",2,18,8,7,13,23,4,NA,401677997,6,102,97,-115,-105,-4486565,2129647,77,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","41"
"2018-08-07 13:23:19",2,18,8,7,13,23,19,NA,401677928,7,63,87,-117,15,-4486574,2129623,128,256,"13B98A2A0D12FB873D238EAF48A27A3C2D7489ED303548FF1F1BC6B55B52C9F2","64"
"2018-08-07 13:23:25",0,18,8,7,13,23,25,"hex13",401677819,7,58,207,-112,29,-4486601,2129610,124,256,"35D89D9A0E48011833BFFFFFF7251982260C44026A10400A244CFA62B85B10C0","27"
"2018-08-07 13:23:40",0,18,8,7,13,23,40,"hex13",401677950,7,90,83,-116,15,-4486631,2129556,175,256,"35D1058A0E08023BBBBBFB29D1148040000002F77BBB772E4D5D804000040400","67"
"2018-08-07 13:23:55",2,18,8,7,13,23,55,NA,401677966,7,104,98,-123,35,-4486640,2129481,170,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","53"
"2018-08-07 13:23:57",0,18,8,7,13,23,57,"hex13",401677976,7,82,86,-115,17,-4486642,2129471,172,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","6F"
"2018-08-07 13:24:16",0,18,8,7,13,24,16,"hex13",401677947,7,52,69,-115,20,-4486708,2129407,112,256,"35D79D7A0D0801183C3C3E25C1A21822A5C277FFBBBFFFB2E5826A11221C1A24","66"
"2018-08-07 13:24:30",2,18,8,7,13,24,30,NA,401677990,7,67,95,-116,35,-4486797,2129384,101,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A9583F80","13"
"2018-08-07 13:24:30",6,18,8,7,13,24,30,"hex12",401678089,6,175,238,-107,-75,-4486797,2129384,101,256,"ADD5989A0D080199C1E1D0DE21819E18173BFFFFFFBB2EE50DE1C15DD819E148","44"
"2018-08-07 13:24:33",0,18,8,7,13,24,33,"hex13",401677879,7,21,37,-115,16,-4486810,2129382,91,256,"35D9E21A0E88015BBBBFFFFFB72A004042B2EA01A1C2265C1A218622182225C0","56"
"2018-08-07 13:24:47",6,18,8,7,13,24,47,"hex12",401677929,7,158,166,-108,17,-4486904,2129413,62,256,"ADDE350A0CC8017A1459A5C1A2109EAA545A21C973BFFFFFFB32E41A2581E664","26"
"2018-08-07 13:25:05",6,18,8,7,13,25,5,"hex12",401677875,7,157,158,-108,18,-4487014,2129464,63,256,"ADD2180A0C88015B3BFFFFF72E10237BBFFBBB6EA18225C1A210DE2091E1419C","1C"
"2018-08-07 13:25:26",6,18,8,7,13,25,26,"hex12",401678006,7,172,164,-109,21,-4487142,2129516,66,256,"ADD1867A0C4801DAB77B77729C1548480410D73BBBFFFF654D948D9D01154450","23"
"2018-08-07 13:25:46",6,18,8,7,13,25,46,"hex12",401678050,7,178,175,-109,20,-4487264,2129559,70,256,"ADD486CA0C0800F91226181E614142FBBBBFFB729C150277FB7729861C5A20C0","28"
"2018-08-07 13:26:02",6,18,8,7,13,26,2,"hex12",401677973,7,181,180,-112,15,-4487362,2129586,74,192,"AD04A574D68502E33207D45FE965F88BFD48044340887FC0","16"
"2018-08-07 13:49:19",6,18,8,7,13,49,19,"hex12",401677883,6,252,207,-115,-115,-4487520,2129661,3,256,"ADD5647A0B4801B83C2F7BBBBF772E619261C1E6611266181E21C962614484C7","78"
"2018-08-07 13:49:33",6,18,8,7,13,49,33,"hex12",401677961,7,251,251,-116,-116,-4487518,2129663,7,256,"ADDCF30A0E8801FB7FFFBB72A08810C4D508999019E141A2181F3BBBBFBB7728","07"
"2018-08-07 13:49:54",6,18,8,7,13,49,54,"hex12",401677956,7,236,243,-115,-115,-4487509,2129669,10,256,"ADDE629A0E48019BBB2A059D49225C1B3FFFFBB72A05A189618D2B2A10DDCCE0","4A"
"2018-08-07 13:50:15",6,18,8,7,13,50,15,"hex12",401678058,7,223,229,-116,-116,-4487505,2129666,19,256,"ADDF3B9A0E08017BFBB72A01A18519855DD027BFFFBB6EA141DD01A210277FF8","36"
"2018-08-07 13:50:31",6,18,8,7,13,50,31,"hex12",401677959,7,234,228,-116,-116,-4487507,2129653,22,256,"ADDA79EA0D4801999E14277BFFFFFF777329862618D625C19E181A2AA412D504","45"
"2018-08-07 13:50:48",6,18,8,7,13,50,48,"hex12",401677987,7,237,236,-119,-119,-4487507,2129635,24,256,"ADD5989A0D080199C1E1D0DE21819E18173BFFFFFFBB2EE50DE1C15DD819E148","4D"
"2018-08-07 13:51:05",6,18,8,7,13,51,5,"hex12",401678048,7,240,238,-117,-117,-4487507,2129617,26,256,"ADDE350A0CC8017A1459A5C1A2109EAA545A21C973BFFFFFFB32E41A2581E664","0B"
"2018-08-07 13:51:07",2,18,8,7,13,51,7,NA,401677968,6,123,104,-106,-106,-4487507,2129616,28,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","75"
"2018-08-07 13:51:11",0,18,8,7,13,51,11,"hex13",401677991,6,117,59,-103,-103,-4487507,2129612,29,256,"35D89D9A0E48011833BFFFFFF7251982260C44026A10400A69C0440404044130","0B"
"2018-08-07 13:51:27",2,18,8,7,13,51,27,NA,401677949,7,44,71,-114,-114,-4487518,2129598,326,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","70"
"2018-08-07 13:51:28",0,18,8,7,13,51,28,"hex13",401677851,7,22,50,-112,18,-4487520,2129599,300,256,"35D1058A0E08023BBBBBFB29D1148040000002F77BBB772E4D5D804000040400","63"
"2018-08-07 13:51:29",6,18,8,7,13,51,29,"hex12",401677840,7,131,183,-114,24,-4487523,2129601,290,256,"ADD2180A0C88015B3BFFFFF72E10237BBFFBBB6EA18225C1A210DE2091E1419C","1D"
"2018-08-07 13:51:41",2,18,8,7,13,51,41,NA,401677699,7,5,34,-114,14,-4487557,2129639,24,256,"13B98A2A0D12FB873D238EAF48A27A1EA157B47F2F06F4899ABCA3E6C9AB4A18","11"
"2018-08-07 13:51:46",0,18,8,7,13,51,46,"hex13",401677807,7,3,13,-112,17,-4487570,2129665,21,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","6C"
"2018-08-07 13:51:51",6,18,8,7,13,51,51,"hex12",401677877,7,113,125,-111,22,-4487582,2129691,22,256,"ADD1867A0C4801DAB77B77729C1548480410D73BBBFFFF654D948D9D01154450","2D"
"2018-08-07 13:52:18",2,18,8,7,13,52,18,NA,401677961,7,4,5,-117,37,-4487651,2129839,22,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4911B5C1B91AC6BA1592244","29"
"2018-08-07 13:52:33",2,18,8,7,13,52,33,NA,401678053,7,0,2,-116,14,-4487693,2129918,24,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","54"
"2018-08-07 13:52:37",0,18,8,7,13,52,37,"hex13",401677505,7,15,5,-111,51,-4487705,2129939,26,256,"35980AD76D6172A7EB7210E5A40EAD26F4CD2C5787B06DFEB2A57E868C19F602","62"
"2018-08-07 13:52:49",2,18,8,7,13,52,49,NA,401678047,7,4,2,-106,16,-4487741,2130001,25,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","5D"
"2018-08-07 14:23:03",0,18,8,7,14,23,3,"hex13",401677961,6,74,63,-101,-101,-4487628,2131243,15,256,"35D1058A0E08023BBBBBFB29D1148040000002F77BBB772E4D5D804000040400","7B"
"2018-08-07 14:23:17",2,18,8,7,14,23,17,NA,401677996,6,10,7,-113,-113,-4487641,2131235,312,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95EB9956481E17","49"
"2018-08-07 14:23:19",0,18,8,7,14,23,19,"hex13",401677996,7,332,19,-101,16,-4487645,2131236,283,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","51"
"2018-08-07 14:23:24",1,18,8,7,14,23,24,NA,401677695,6,103,103,1,0,-4487655,2131248,17,224,"E17F1C9A0EC4E21D7426D0CA2A567AD28BBC2893B748B0E218D930A0","31"
"2018-08-07 14:23:31",2,18,8,7,14,23,31,NA,401677818,7,354,6,-112,15,-4487667,2131276,42,256,"13B98A320D12FBF88F5E38418961433452629AB6E255AAD997A82A0031348DE5","28"
"2018-08-07 14:23:36",0,18,8,7,14,23,36,"hex13",401678003,7,18,357,-105,16,-4487687,2131290,64,256,"35D79D7A0D0801183C3C3E25C1A21822A5C277FFBBBFFFB2E5826A11221C1A24","60"
"2018-08-07 14:23:51",0,18,8,7,14,23,51,"hex13",401677892,7,43,33,-105,15,-4487775,2131303,90,256,"35D9E21A0E88015BBBBFFFFFB72A004042B2EA01A1C2265C1A218622182225C0","59"
"2018-08-07 14:23:52",2,18,8,7,14,23,52,NA,401677979,7,48,37,-107,20,-4487781,2131303,90,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","55"
"2018-08-07 14:24:06",0,18,8,7,14,24,6,"hex13",401677715,7,2,29,-100,15,-4487875,2131302,87,256,"35D89D9A0E48011833BFFFFFF7251982260C44026A10400A69C04404070EEE9A","57"
"2018-08-07 14:24:07",2,18,8,7,14,24,7,NA,401677876,7,0,42,-102,15,-4487882,2131302,86,256,"13B98A2A0D12FB873D23A12BB35FFE1AB67FAB47587FAF3FCA246903047603E4","51"
"2018-08-07 14:24:20",0,18,8,7,14,24,20,"hex13",401677551,7,15,8,-89,15,-4487970,2131310,85,256,"35D1058A0E08023BBBBBFB29D1148040000002F77BBB772E4D5D8040000456AB","5A"
"2018-08-07 14:24:27",2,18,8,7,14,24,27,NA,401677909,7,5,4,-90,20,-4488026,2131315,82,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","60"
"2018-08-07 14:24:36",0,18,8,7,14,24,36,"hex13",401677808,7,9,11,-86,15,-4488087,2131321,84,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","56"
"2018-08-07 14:24:43",2,18,8,7,14,24,43,NA,401677898,7,353,0,-78,16,-4488124,2131327,62,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","60"
"2018-08-07 14:24:51",0,18,8,7,14,24,51,"hex13",401677778,7,22,16,-78,15,-4488150,2131340,62,256,"35D79D7A0D0801183C3C3E25C1A21822A5C277FFBBBFFFB2E5826A11221C1A24","6D"
"2018-08-07 14:25:07",1,18,8,7,14,25,7,NA,401677568,7,143,126,1,102,-4488197,2131366,300,224,"E172714A0E743E9C19E609AA6347889C0DF3A4923F27FE0B7019189C","48"
"2018-08-07 14:46:33",1,18,8,7,14,46,33,NA,401677768,6,152,145,1,1,-4487559,2132172,294,192,"E17F97DA0E178A51574980267F1494DFE9ED9009C0100000","08"
"2018-08-07 14:46:52",1,18,8,7,14,46,52,NA,401677802,7,158,156,1,1,-4487548,2132182,287,224,"E172E20A0E079D1941A29E5F36822A2B81037AD6C17EF18FC9800000","01"
"2018-08-07 14:47:53",1,18,8,7,14,47,53,NA,401677656,7,154,156,1,1,-4487512,2132218,297,160,"E178970A0D476A90C19304166CBBF69F5B198F09","72"
"2018-08-07 14:58:19",0,18,8,7,14,58,19,"hex13",401677987,6,6,15,-117,-117,-4487137,2132584,311,256,"35D9E21A0E88015BBBBFFFFFB72A004042B2EA01A1C2265C1A218622182225C0","45"
"2018-08-07 14:58:22",2,18,8,7,14,58,22,NA,401678107,6,0,358,-116,-116,-4487135,2132586,317,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","73"
"2018-08-07 14:58:57",0,18,8,7,14,58,57,"hex13",401677831,7,11,8,-115,38,-4487227,2132608,79,256,"35D1058A0E08023BBBBBFB29D1148040000002F77BBB772E4D5D804000040400","67"
"2018-08-07 14:59:12",0,18,8,7,14,59,12,"hex13",401677833,7,354,2,-106,15,-4487317,2132624,75,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","5A"
"2018-08-07 14:59:27",0,18,8,7,14,59,27,"hex13",401677820,7,346,350,-104,15,-4487413,2132641,77,256,"35D79D7A0D0801183C3C3E25C1A21822A5C277FFBBBFFFB2E5826A11221C1A24","50"
"2018-08-07 14:59:31",2,18,8,7,14,59,31,NA,401677992,7,7,4,-114,69,-4487439,2132646,78,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","5D"
"2018-08-07 14:59:39",3,18,8,7,14,59,39,NA,401678017,6,74,74,1,0,-4487491,2132653,76,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","4C"
"2018-08-07 14:59:44",0,18,8,7,14,59,44,"hex13",401677890,7,326,336,-105,17,-4487523,2132660,71,256,"35D9E21A0E88015BBBBFFFFFB72A004042B2EA01A1C2265C1A218622182225C0","5B"
"2018-08-07 14:59:52",2,18,8,7,14,59,52,NA,401678065,7,345,357,-108,20,-4487572,2132677,70,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","52"
"2018-08-07 14:59:56",3,18,8,7,14,59,56,NA,401677993,7,91,82,1,17,-4487596,2132682,91,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","79"
"2018-08-07 14:59:59",0,18,8,7,14,59,59,"hex13",401677981,7,8,350,-100,14,-4487614,2132680,110,256,"35D89D9A0E48011833BFFFFFF7251982260C44026A10400A69C0440404044130","1F"
"2018-08-07 15:00:07",2,18,8,7,15,0,7,NA,401677704,7,33,0,-101,16,-4487657,2132660,131,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95B78E892334DD","20"
"2018-08-07 15:00:12",3,18,8,7,15,0,12,NA,401677832,7,109,99,1,15,-4487681,2132641,135,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","43"
"2018-08-07 15:00:44",3,18,8,7,15,0,44,NA,401677990,7,106,108,1,32,-4487832,2132522,133,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","7C"
"2018-08-07 15:19:05",6,18,8,7,15,19,5,"hex12",401677959,6,190,160,-118,-118,-4487873,2132493,307,256,"ADD486CA0C0800F91226181E614142FBBBBFFB729C150277FB7729861C5A20C0","3F"
"2018-08-07 15:19:20",6,18,8,7,15,19,20,"hex12",401678109,7,188,189,-120,-120,-4487865,2132503,290,256,"ADD5647A0B4801B83C2F7BBBBF772E619261C1E6611266181E21C9626146261C","76"
"2018-08-07 15:19:35",6,18,8,7,15,19,35,"hex12",401678047,7,193,190,-116,-116,-4487857,2132511,287,256,"ADDCF30A0E8801FB7FFFBB72A08810C4D508999019E141A2181F3BBBBFBB7728","03"
"2018-08-07 15:19:50",6,18,8,7,15,19,50,"hex12",401677636,7,202,195,-121,-121,-4487848,2132519,284,256,"ADDE629A0E48019BBB2A0496F7F9E2A30D28A4574EEDB7FB88F4020F55742DE9","03"
"2018-08-07 15:20:20",6,18,8,7,15,20,20,"hex12",401677877,7,223,212,-128,-128,-4487832,2132538,286,256,"ADDA79EA0D4801999F340838E71B3C45BC1D8AB46981D048B370150946FCF8D8","0A"
"2018-08-07 15:20:35",6,18,8,7,15,20,35,"hex12",401677897,7,234,230,-124,-124,-4487824,2132546,290,256,"ADD5989A0D080199C1E1D0DE21819E18173BFFFFFFBB2EE50DE1C15DD819E148","7F"
"2018-08-07 15:20:50",6,18,8,7,15,20,50,"hex12",401678009,7,231,232,-120,-120,-4487815,2132554,289,256,"ADDE350A0CC8017A1459A5C1A2109EAA545A21C973BFFFFFFB32E41A2581E664","05"
"2018-08-07 15:21:06",6,18,8,7,15,21,6,"hex12",401677977,7,203,213,-128,-128,-4487807,2132562,288,256,"ADD2180A0C88015B3BFFFFF72E10237BBFFBBB6EA18225C1A210DE2091CFC6DB","3C"
"2018-08-07 15:21:22",6,18,8,7,15,21,22,"hex12",401677985,7,196,200,-123,-123,-4487797,2132572,286,256,"ADD1867A0C4801DAB77B77729C1548480410D73BBBFFFF654D948D9D01154450","0F"
"2018-08-07 15:21:37",6,18,8,7,15,21,37,"hex12",401677948,7,188,193,-121,-121,-4487788,2132581,284,256,"ADD486CA0C0800F91226181E614152C5550EB3C0A9D7CFC9CE021DD80EA7CEC9","06"
"2018-08-07 15:31:45",0,18,8,7,15,31,45,"hex13",401677796,6,87,35,-86,-86,-4487286,2132837,53,256,"35D1058A0E08023BBBBBFB29D1148040000002F77BBB772E4D5D804000040400","4A"
"2018-08-07 15:32:01",0,18,8,7,15,32,1,"hex13",401677809,7,33,60,-82,16,-4487277,2132847,15,256,"35DFBF3A0D4802198233BFFFFB325C562105A26015E21459D4119D415D8233B8","5F"
"2018-08-07 15:32:20",2,18,8,7,15,32,20,NA,401677922,6,19,24,-88,-80,-4487309,2132798,151,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","74"
"2018-08-07 15:32:35",2,18,8,7,15,32,35,NA,401678111,7,49,29,-75,14,-4487355,2132737,151,64,"13B59A24F2FE10B0","19"
"2018-08-07 15:32:50",2,18,8,7,15,32,50,NA,401677613,7,49,49,-67,15,-4487407,2132698,352,256,"13B98A2A0D12FB873D238EAF48A27A3C2D700624FC754B4B6C105EA1D99DB989","5C"
"2018-08-07 15:32:51",0,18,8,7,15,32,51,"hex13",401677750,7,69,52,-68,50,-4487409,2132698,340,256,"35D9E21A0E88015BBBBFFFFFB72A004042B2EA01A1C2265C1A218622182225C0","5F"
"2018-08-07 15:33:07",0,18,8,7,15,33,7,"hex13",401677778,7,344,15,-69,15,-4487427,2132712,296,256,"35D89D9A0E48011833BFFFFFF7251982260C44026A10400A69C0440404044130","22"
"2018-08-07 15:33:08",2,18,8,7,15,33,8,NA,401677898,7,353,3,-66,19,-4487428,2132713,279,256,"13B98A2A0D12FB873D238EAF48A27A3C2D76A258F4811B1D1B95E8E3A1580000","65"
"2018-08-07 15:44:29",1,18,8,7,15,44,29,NA,401677748,6,210,182,1,1,-4487242,2133060,310,224,"E17F1C9A0EC4E21D7626D0CA2A567AD28BBC2893B748B0E218D930A0","0A"
"2018-08-07 15:45:35",1,18,8,7,15,45,35,NA,401677591,7,263,243,1,1,-4487271,2133026,354,224,"E178066A0E966D98E501D3E6A208F2F5A0089C76EE87819250420071","73"
"2018-08-07 15:45:53",3,18,8,7,15,45,53,NA,401677874,6,133,125,-129,-129,-4487271,2133025,2,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","75"
"2018-08-07 15:46:05",1,18,8,7,15,46,5,NA,401677684,7,235,252,-128,-128,-4487266,2133030,2,224,"E179163A0E76201FE8DAFC8F3EE7DA86BE868A1E6308D386933AACC7","48"
"2018-08-07 15:46:26",6,18,8,7,15,46,26,"hex12",401677933,6,296,260,-127,-127,-4487261,2133039,352,256,"ADD5647A0B4801B83C2F7BBBBF772E619261C1E6611266181E21C9626146261C","71"
"2018-08-07 15:46:31",3,18,8,7,15,46,31,NA,401677940,7,112,122,1,1,-4487260,2133042,348,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","7D"
"2018-08-07 15:46:41",6,18,8,7,15,46,41,"hex12",401677994,7,296,296,-129,-129,-4487258,2133049,348,256,"ADDCF30A0E8801FB7FFFBB72A08810C4D508999019E141A2181F3BBBBFBB7728","0F"
"2018-08-07 15:46:53",3,18,8,7,15,46,53,NA,401677772,7,136,123,1,1,-4487259,2133054,358,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","7D"
"2018-08-07 15:47:01",6,18,8,7,15,47,1,"hex12",401677878,7,314,307,-129,-129,-4487258,2133055,6,256,"ADDE629A0E48019BBB2A059D49225C1B3FFFFBB72A05A189618D2B2A10DDCC28","49"
"2018-08-07 15:47:13",3,18,8,7,15,47,13,NA,401677759,7,122,130,1,1,-4487256,2133058,14,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","4E"
"2018-08-07 15:47:18",6,18,8,7,15,47,18,"hex12",401677873,7,325,319,-129,-129,-4487254,2133059,21,256,"ADDF3B9A0E08017BFBB72A01A18519855DD027BFFFBB6EA141DD01A210277FF8","39"
"2018-08-07 15:47:39",6,18,8,7,15,47,39,"hex12",401677871,7,327,326,-125,-125,-4487244,2133066,23,256,"ADDA79EA0D4801999E14277BFFFFFF777329862618D625C19E181A2AA4573BF8","41"
"2018-08-07 15:47:53",6,18,8,7,15,47,53,"hex12",401677831,7,333,329,-127,-127,-4487237,2133074,30,256,"ADD5989A0D080199C0E9A6DEC13242C9168BF2EA242DD4D022E892834A5EAA9D","40"
"2018-08-07 15:48:24",6,18,8,7,15,48,24,"hex12",401677865,7,351,346,-129,-129,-4487220,2133091,44,256,"ADD2180A0C88015B3BFFFFF72E10237BBFFBBB6EA18225C1A210DE2091E1419C","32"
"2018-08-07 15:48:39",6,18,8,7,15,48,39,"hex12",401677980,7,22,4,-129,-129,-4487211,2133100,57,256,"ADD1867A0C4801DAB77B77729C1548480410D73BBBFFFF654D948D9D01154450","02"
"2018-08-07 16:05:05",1,18,8,7,16,5,5,NA,401677665,6,129,145,1,1,-4486074,2134798,207,224,"E172714A0E743E9C19E609AA6347889C0DF3A4923F27FE0B7019189C","7A"
"2018-08-07 16:05:24",1,18,8,7,16,5,24,NA,401677788,7,121,125,1,1,-4486069,2134838,223,224,"E1770D8A0E65775B328BBB1563F7BE756231D70188F8C59149C00000","39"
"2018-08-07 16:05:40",1,18,8,7,16,5,40,NA,401677780,7,125,123,1,1,-4486059,2134874,234,224,"E1739F5A0E57009BEBE9468082DC1C729BCC16271CE1759109C00000","33"
"2018-08-07 16:05:55",1,18,8,7,16,5,55,NA,401677691,7,133,129,1,1,-4486054,2134906,242,192,"E17F47BA0E45011721E994C69A92B8BEF8200F74990C9C00","31"
"2018-08-07 16:06:15",1,18,8,7,16,6,15,NA,401677713,7,128,130,1,1,-4486057,2134949,242,192,"E17265EA0E36589584AF94A523EC47B2302C00BD59089C00","43"
"2018-08-07 16:06:31",1,18,8,7,16,6,31,NA,401677632,7,122,125,-130,-130,-4486053,2134984,237,224,"E17918BA0E27591D950EE9E67B26B35E244C1CBCBF1B814D9E19049C","48"
"2018-08-07 16:06:47",1,18,8,7,16,6,47,NA,401677729,7,117,121,1,1,-4486041,2135017,225,192,"E17F97DA0E178A51574980267F1494DFE9ED9009C0000000","39"
"2018-08-07 16:07:17",1,18,8,7,16,7,17,NA,401677694,7,113,115,1,1,-4486015,2135079,230,192,"E174D1AA0D67B190BE58EA2305BB9C441E418F8940000000","35"
"2018-08-07 16:07:23",3,18,8,7,16,7,23,NA,401678014,6,5,14,1,1,-4486011,2135095,230,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD1988170000","7A"
"2018-08-07 16:07:41",3,18,8,7,16,7,41,NA,401678008,7,354,0,1,1,-4485998,2135134,228,192,"1304020F01EAFB6B31E7E4400965ACA3FD4004427FC00000","43"
"2018-08-07 16:07:57",3,18,8,7,16,7,57,NA,401677905,7,319,332,1,1,-4485981,2135165,206,256,"13BDC35A0D473C8987A3A885E9150F461CABD38F1E8E8971A40FBD19888CB5F0","45"
